seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr5	32174148	32174158	11	*	X0873	64083	32124824	32174425	49602	-	0	inside	266	GOLPH3
chr5	32174176	32174434	259	*	X0874	64083	32124824	32174425	49602	-	0	overlapStart	0	GOLPH3
chr5	32174650	32174657	8	*	X0875	64083	32124824	32174425	49602	-	224	upstream	224	GOLPH3
chr5	32445089	32445125	37	*	X0876	51663	32354456	32444844	90389	-	244	upstream	244	ZFR
chr5	36877649	36877686	38	*	X0879	646719	36871463	36876796	5334	-	852	upstream	852	NIPBL-DT
chr5	40798068	40798249	182	*	X0880	5562	40759481	40798297	38817	-	0	inside	47	PRKAA1
chr5	40835542	40835689	148	*	X0881	6167	40831430	40835387	3958	-	154	upstream	154	RPL37
chr5	43066697	43066747	51	*	X0886	100506639	43067125	43093660	26536	+	377	upstream	377	LOC100506639
chr5	43066873	43066934	62	*	X0887	100132356	43065289	43067073	1785	-	0	inside	138	LOC100132356
chr5	43066873	43066934	62	*	X0887	100506639	43067125	43093660	26536	+	190	upstream	190	LOC100506639
chr5	43120862	43121153	292	*	X0888	7690	43120985	43192123	71139	+	0	overlapStart	0	ZNF131
chr5	43484140	43484177	38	*	X0889	64417	43444354	43483992	39639	-	147	upstream	147	TMEM267
chr5	54603778	54603944	167	*	X0895	23517	54603576	54721409	117834	+	0	inside	201	MTREX
chr5	54603778	54603944	167	*	X0895	54505	54552073	54603521	51449	-	256	upstream	256	DHX29
chr5	56110488	56110538	51	*	X0896	4214	56110900	56191978	81079	+	361	upstream	361	MAP3K1
chr5	56469034	56469278	245	*	X0897	65056	56469775	56560506	90732	+	496	upstream	496	GPBP1
chr5	60626967	60627181	215	*	X0899	57688	60628100	60841999	213900	+	918	upstream	918	ZSWIM6
chr5	65220790	65220803	14	*	X0901	55914	65222382	65376851	154470	+	1578	upstream	1578	ERBIN
chr5	65221795	65221800	6	*	X0902	55914	65222382	65376851	154470	+	581	upstream	581	ERBIN
chr5	67511622	67511831	210	*	X0903	5295	67511584	67597649	86066	+	0	inside	37	PIK3R1
chr5	72793998	72794117	120	*	X0905	689	72794250	72801448	7199	+	132	upstream	132	BTF3
chr5	73935734	73935792	59	*	X0906	3074	73935848	74017113	81266	+	55	upstream	55	HEXB
chr5	79703913	79703928	16	*	X0909	9765	79703838	79775498	71661	+	0	inside	74	ZFYVE16
chr5	94890848	94890976	129	*	X0910	153642	94890825	94940806	49982	+	0	inside	22	ARSK
chr5	94890848	94890976	129	*	X0910	9652	94799599	94890709	91111	-	138	upstream	138	TTC37
chr5	94982067	94982078	12	*	X0911	317671	94982481	94992849	10369	+	402	upstream	402	RFESD
chr5	94982640	94982680	41	*	X0912	317671	94982481	94992849	10369	+	0	inside	158	RFESD
chr5	102455495	102455554	60	*	X0915	23262	102455958	102539224	83267	+	403	upstream	403	PPIP5K2
chr5	102455495	102455554	60	*	X0915	54826	102421704	102455842	34139	-	0	inside	287	GIN1
chr5	108063763	108063809	47	*	X0916	100652853	108063526	108063962	437	-	0	inside	152	LINC01023
chr5	112849079	112849139	61	*	X0921	64848	112849391	112930984	81594	+	251	upstream	251	YTHDC2
chr5	121413876	121413925	50	*	X0923	4015	121398890	121414055	15166	-	0	inside	129	LOX
chr5	121414079	121414229	151	*	X0924	4015	121398890	121414055	15166	-	23	upstream	23	LOX
chr5	122372233	122372392	160	*	X0925	5480	122359078	122372425	13348	-	0	inside	32	PPIC
chr5	122424942	122425240	299	*	X0926	93166	122424841	122523745	98905	+	0	inside	100	PRDM6
chr5	127873916	127873967	52	*	X0929	2201	127593601	127873916	280316	-	0	overlapStart	0	FBN2
chr5	128430088	128430099	12	*	X0930	51015	128430442	128449719	19278	+	342	upstream	342	ISOC1
chr5	129240427	129240692	266	*	X0931	337876	129240523	129522327	281805	+	0	overlapStart	0	CHSY3
chr5	129240820	129240854	35	*	X0932	337876	129240523	129522327	281805	+	0	inside	296	CHSY3
chr5	130500802	130500922	121	*	X0934	3094	130494976	130501041	6066	-	0	inside	118	HINT1
chr5	133561685	133561765	81	*	X0936	5515	133532148	133561950	29803	-	0	inside	184	PPP2CA
chr5	133984202	133984230	29	*	X0937	10802	133984475	134063601	79127	+	244	upstream	244	SEC24A
chr5	134240515	134240528	14	*	X0940	84105	134240810	134298336	57527	+	281	upstream	281	PCBD2
chr5	137368294	137368723	430	*	X0944	51306	137273642	137368802	95161	-	0	inside	78	FAM13B
chr5	138677687	138677706	20	*	X0948	51247	138677519	138705409	27891	+	0	inside	167	PAIP2
chr5	139780235	139780248	14	*	X0950	404734	139781399	139929163	147765	+	1150	upstream	1150	ANKHD1-EIF4EBP3
chr5	139780235	139780248	14	*	X0950	54882	139781399	139919441	138043	+	1150	upstream	1150	ANKHD1
chr5	139780274	139780312	39	*	X0951	404734	139781399	139929163	147765	+	1086	upstream	1086	ANKHD1-EIF4EBP3
chr5	139780274	139780312	39	*	X0951	54882	139781399	139919441	138043	+	1086	upstream	1086	ANKHD1
chr5	141488584	141488710	127	*	X0952	80762	141488324	141534008	45685	+	0	inside	259	NDFIP1
chr5	148724749	148724899	151	*	X0955	134266	148724977	148734146	9170	+	77	upstream	77	GRPEL2
chr5	150632003	150632072	70	*	X0957	2760	150632613	150649953	17341	+	540	upstream	540	GM2A
chr5	150632085	150632137	53	*	X0958	2760	150632613	150649953	17341	+	475	upstream	475	GM2A
chr5	153418545	153418683	139	*	X0959	10827	153371269	153418497	47229	-	47	upstream	47	FAM114A2
chr5	153418545	153418683	139	*	X0959	4238	153418519	153437014	18496	+	0	inside	25	MFAP3
chr5	170815645	170815721	77	*	X0964	100500831	170813660	170813764	105	-	1880	upstream	1880	MIR3912
chr5	172756554	172756705	152	*	X0966	8614	172741726	172756506	14781	-	47	upstream	47	STC2
chr5	176730694	176730722	29	*	X0968	27166	176730763	176733960	3198	+	40	upstream	40	PRELID1
chr5	176730694	176730722	29	*	X0968	53917	176728199	176730744	2546	-	0	inside	21	RAB24
chr5	177019013	177019042	30	*	X0971	54732	177019213	177023099	3887	+	170	upstream	170	TMED9
chr5	177631561	177631683	123	*	X0972	3182	177631508	177638184	6677	+	0	inside	52	HNRNPAB
chr5	180258515	180258525	11	*	X0981	100859930	180256954	180258618	1665	-	0	inside	92	HEIH
chr5	180288107	180288203	97	*	X0982	643836	180274611	180288286	13676	-	0	inside	82	ZFP62
chr5	180648822	180649289	468	*	X0989	90933	180650263	180662808	12546	+	973	upstream	973	TRIM41
chr5	180649547	180649577	31	*	X0990	100616342	180649566	180649633	68	-	0	overlapEnd	55	MIR4638
chr5	180649547	180649577	31	*	X0990	90933	180650263	180662808	12546	+	685	upstream	685	TRIM41
chr5	180670730	180670901	172	*	X0991	10399	180663928	180670906	6979	-	0	inside	4	RACK1
chr5	180670730	180670901	172	*	X0991	619570	180670314	180670376	63	-	353	upstream	353	SNORD95
chr5	180670730	180670901	172	*	X0991	619571	180668818	180668889	72	-	1840	upstream	1840	SNORD96A
chr6	5261812	5261835	24	*	X0998	57128	5108653	5261172	152520	-	639	upstream	639	LYRM4
chr6	6007830	6007947	118	*	X0999	51299	5998233	6007633	9401	-	196	upstream	196	NRN1
chr6	6007968	6008018	51	*	X1000	51299	5998233	6007633	9401	-	334	upstream	334	NRN1
chr6	7107842	7107867	26	*	X1001	6239	7107830	7252213	144384	+	0	inside	11	RREB1
chr6	7107879	7107896	18	*	X1002	6239	7107830	7252213	144384	+	0	inside	48	RREB1
chr6	7389894	7389931	38	*	X1003	285782	7326887	7389942	63056	-	0	inside	10	CAGE1
chr6	7389894	7389931	38	*	X1003	83732	7390062	7418270	28209	+	130	upstream	130	RIOK1
chr6	7541425	7541449	25	*	X1004	1832	7541870	7586946	45077	+	420	upstream	420	DSP
chr6	7541475	7541486	12	*	X1005	1832	7541870	7586946	45077	+	383	upstream	383	DSP
chr6	7541535	7541717	183	*	X1006	1832	7541870	7586946	45077	+	152	upstream	152	DSP
chr6	7541824	7541882	59	*	X1007	1832	7541870	7586946	45077	+	0	overlapStart	0	DSP
chr6	10412113	10412234	122	*	X1009	100130275	10412551	10416402	3852	+	316	upstream	316	TFAP2A-AS1
chr6	10412303	10412318	16	*	X1010	100130275	10412551	10416402	3852	+	232	upstream	232	TFAP2A-AS1
chr6	10412335	10412416	82	*	X1011	100130275	10412551	10416402	3852	+	134	upstream	134	TFAP2A-AS1
chr6	10412429	10412436	8	*	X1012	100130275	10412551	10416402	3852	+	114	upstream	114	TFAP2A-AS1
chr6	13615696	13615767	72	*	X1013	51406	13615559	13621127	5569	+	0	inside	136	NOL7
chr6	13615239	13615375	137	*	X1014	51406	13615559	13621127	5569	+	183	upstream	183	NOL7
chr6	13814486	13814719	234	*	X1016	63933	13786781	13814792	28012	-	0	inside	72	MCUR1
chr6	24646361	24646480	120	*	X1018	9856	24544332	24646383	102052	-	0	overlapStart	0	KIAA0319
chr6	24646503	24646557	55	*	X1019	9856	24544332	24646383	102052	-	119	upstream	119	KIAA0319
chr6	24720533	24720710	178	*	X1020	81688	24705090	24719403	14314	-	1129	upstream	1129	C6orf62
chr6	26020640	26021101	462	*	X1022	8350	26020718	26021186	469	+	0	overlapStart	0	H3C1
chr6	26020640	26021101	462	*	X1022	8359	26021907	26022278	372	+	805	upstream	805	H4C1
chr6	26021104	26021138	35	*	X1023	8359	26021907	26022278	372	+	768	upstream	768	H4C1
chr6	26021912	26021949	38	*	X1024	8359	26021907	26022278	372	+	0	inside	4	H4C1
chr6	26022177	26022188	12	*	X1025	8359	26021907	26022278	372	+	0	inside	269	H4C1
chr6	26027180	26027200	21	*	X1027	8366	26027124	26027480	357	-	0	inside	279	H4C2
chr6	26031939	26032041	103	*	X1028	8358	26031817	26032288	472	-	0	inside	246	H3C2
chr6	26056207	26056554	348	*	X1030	3006	26055968	26056699	732	-	0	inside	144	H1-2
chr6	26104199	26104517	319	*	X1031	8364	26104176	26104565	390	+	0	inside	22	H4C3
chr6	26156726	26157394	669	*	X1032	3008	26156559	26157343	785	+	0	overlapEnd	166	H1-4
chr6	26156726	26157394	669	*	X1032	3017	26158349	26171576	13228	+	954	upstream	954	H2BC5
chr6	26188973	26189124	152	*	X1033	8360	26188938	26189304	367	-	0	inside	179	H4C4
chr6	26199197	26199256	60	*	X1034	3013	26199012	26199521	510	-	0	inside	264	H2AC7
chr6	26199197	26199256	60	*	X1034	8343	26199787	26200216	430	+	530	upstream	530	H2BC7
chr6	26199197	26199256	60	*	X1034	8351	26197012	26199521	2510	-	0	inside	264	H3C4
chr6	26225633	26225740	108	*	X1035	8353	26225383	26225844	462	+	0	inside	249	H3C6
chr6	26235127	26235150	24	*	X1036	3007	26234440	26235216	777	-	0	inside	65	H1-3
chr6	26250603	26250858	256	*	X1037	8345	26251879	26252303	425	+	1020	upstream	1020	H2BC9
chr6	26250603	26250858	256	*	X1037	8968	26250370	26250835	466	-	0	overlapStart	0	H3C7
chr6	26251907	26251936	30	*	X1038	8345	26251879	26252303	425	+	0	inside	27	H2BC9
chr6	26251907	26251936	30	*	X1038	8968	26250370	26250835	466	-	1071	upstream	1071	H3C7
chr6	26251968	26251990	23	*	X1039	8345	26251879	26252303	425	+	0	inside	88	H2BC9
chr6	26251968	26251990	23	*	X1039	8968	26250370	26250835	466	-	1132	upstream	1132	H3C7
chr6	26271260	26271708	449	*	X1040	8346	26273204	26273640	437	+	1495	upstream	1495	H2BC10
chr6	26271260	26271708	449	*	X1040	8355	26271146	26271612	467	-	0	overlapStart	0	H3C8
chr6	26273265	26273316	52	*	X1041	8346	26273204	26273640	437	+	0	inside	60	H2BC10
chr6	26273265	26273316	52	*	X1041	8355	26271146	26271612	467	-	1652	upstream	1652	H3C8
chr6	26286633	26286678	46	*	X1042	8365	26285354	26285727	374	-	905	upstream	905	H4C8
chr6	26537852	26537984	133	*	X1052	10473	26538572	26547164	8593	+	587	upstream	587	HMGN4
chr6	26537998	26538025	28	*	X1053	10473	26538572	26547164	8593	+	546	upstream	546	HMGN4
chr6	26538072	26538184	113	*	X1054	10473	26538572	26547164	8593	+	387	upstream	387	HMGN4
chr6	26595193	26595202	10	*	X1060	29777	26597171	26600277	3107	+	1968	upstream	1968	ABT1
chr6	27100264	27100385	122	*	X1062	8969	27100817	27101314	498	+	431	upstream	431	H2AC11
chr6	27100264	27100385	122	*	X1062	8970	27100095	27100575	481	-	0	inside	189	H2BC11
chr6	27100769	27100995	227	*	X1063	8969	27100817	27101314	498	+	0	overlapStart	0	H2AC11
chr6	27100769	27100995	227	*	X1063	8970	27100095	27100575	481	-	193	upstream	193	H2BC11
chr6	27101074	27101221	148	*	X1064	8969	27100817	27101314	498	+	0	inside	256	H2AC11
chr6	27101074	27101221	148	*	X1064	8970	27100095	27100575	481	-	498	upstream	498	H2BC11
chr6	27106950	27107092	143	*	X1065	8294	27107088	27107457	370	+	0	overlapStart	0	H4C9
chr6	27107169	27107321	153	*	X1066	8294	27107088	27107457	370	+	0	inside	80	H4C9
chr6	27115030	27115253	224	*	X1067	100422934	27115405	27115467	63	+	151	upstream	151	MIR3143
chr6	27115030	27115253	224	*	X1067	85235	27114861	27115341	481	+	0	inside	168	H2AC12
chr6	27115030	27115253	224	*	X1067	85236	27106072	27114637	8566	-	392	upstream	392	H2BC12
chr6	27782190	27782191	2	*	X1088	8342	27782822	27783267	446	+	630	upstream	630	H2BC14
chr6	27792174	27792380	207	*	X1089	8363	27791903	27792258	356	+	0	overlapEnd	270	H4C11
chr6	27799480	27799500	21	*	X1091	8362	27798952	27799305	354	-	174	upstream	174	H4C12
chr6	27805855	27805869	15	*	X1092	8330	27805658	27806117	460	-	0	inside	247	H2AC15
chr6	27805855	27805869	15	*	X1092	8341	27806440	27806888	449	+	570	upstream	570	H2BC15
chr6	27805909	27806033	125	*	X1093	8330	27805658	27806117	460	-	0	inside	83	H2AC15
chr6	27805909	27806033	125	*	X1093	8341	27806440	27806888	449	+	406	upstream	406	H2BC15
chr6	27860698	27860958	261	*	X1094	8336	27860477	27860963	487	-	0	inside	4	H2AC17
chr6	27860698	27860958	261	*	X1094	8348	27861203	27861669	467	+	244	upstream	244	H2BC17
chr6	28109419	28109443	25	*	X1098	7745	28109688	28127250	17563	+	244	upstream	244	ZKSCAN8
chr6	34204424	34204504	81	*	X1125	3159	34204577	34214008	9432	+	72	upstream	72	HMGA1
chr6	35436340	35436386	47	*	X1127	4736	35436178	35438558	2381	+	0	inside	161	RPL10A
chr6	35436418	35436449	32	*	X1128	4736	35436178	35438558	2381	+	0	inside	239	RPL10A
chr6	36562280	36562402	123	*	X1131	6428	36562090	36572244	10155	+	0	inside	189	SRSF3
chr6	38607545	38607888	344	*	X1137	114781	38136227	38607924	471698	-	0	inside	35	BTBD9
chr6	42897066	42897165	100	*	X1140	10695	42896860	42907008	10149	+	0	inside	205	CNPY3
chr6	42946846	42946898	53	*	X1143	5190	42931611	42946981	15371	-	0	inside	82	PEX6
chr6	44225006	44225091	86	*	X1152	347734	44221838	44225283	3446	-	0	inside	191	SLC35B2
chr6	44225131	44225149	19	*	X1153	347734	44221838	44225283	3446	-	0	inside	133	SLC35B2
chr6	45345831	45346012	182	*	X1154	8464	44777054	45345788	568735	-	42	upstream	42	SUPT3H
chr6	52860793	52860844	52	*	X1156	2941	52842746	52860178	17433	-	614	upstream	614	GSTA4
chr6	52926459	52926579	121	*	X1157	22858	52866098	52926600	60503	-	0	inside	20	ICK
chr6	53409774	53410042	269	*	X1159	2729	53362140	53409927	47788	-	0	overlapStart	0	GCLC
chr6	57037139	57037341	203	*	X1161	9532	57037104	57050012	12909	+	0	inside	34	BAG2
chr6	72130454	72130547	94	*	X1167	79940	72124149	72130448	6300	-	5	upstream	5	LINC00472
chr6	72130561	72130594	34	*	X1168	79940	72124149	72130448	6300	-	112	upstream	112	LINC00472
chr6	74230129	74230605	477	*	X1169	1915	74225473	74230755	5283	-	0	inside	149	EEF1A1
chr6	82462948	82462986	39	*	X1171	55603	82455447	82462428	6982	-	519	upstream	519	TENT5A
chr6	86303749	86303906	158	*	X1173	57231	86215215	86303629	88415	-	119	upstream	119	SNX14
chr6	86303921	86303940	20	*	X1174	57231	86215215	86303629	88415	-	291	upstream	291	SNX14
chr6	88117897	88118038	142	*	X1178	154313	88117690	88205858	88169	+	0	inside	206	CFAP206
chr6	97345577	97345749	173	*	X1179	29078	97337187	97345767	8581	-	0	inside	17	NDUFAF4
chr6	97345893	97345928	36	*	X1180	29078	97337187	97345767	8581	-	125	upstream	125	NDUFAF4
chr6	97372632	97372824	193	*	X1181	114792	97372496	97588630	216135	+	0	inside	135	KLHL32
chr6	99963353	99963367	15	*	X1182	85015	99880184	99963308	83125	-	44	upstream	44	USP45
chr6	99963507	99963544	38	*	X1183	85015	99880184	99963308	83125	-	198	upstream	198	USP45
chr6	106534260	106534443	184	*	X1185	639	106534195	106557814	23620	+	0	inside	64	PRDM1
chr6	109703474	109703604	131	*	X1186	8763	109687717	109703762	16046	-	0	inside	157	CD164
chr6	109703727	109703802	76	*	X1187	8763	109687717	109703762	16046	-	0	overlapStart	0	CD164
chr6	114292733	114292764	32	*	X1192	3066	114257320	114292359	35040	-	373	upstream	373	HDAC2
chr6	116422069	116422149	81	*	X1193	221294	116421999	116566853	144855	+	0	inside	69	NT5DC1
chr6	116422163	116422305	143	*	X1194	221294	116421999	116566853	144855	+	0	inside	163	NT5DC1
chr6	117002316	117002390	75	*	X1195	3841	117002367	117063030	60664	+	0	overlapStart	0	KPNA5
chr6	127664672	127664716	45	*	X1205	55862	127609857	127664754	54898	-	0	inside	37	ECHDC1
chr6	131384211	131384257	47	*	X1207	2037	131160488	131384462	223975	-	0	inside	204	EPB41L2
chr6	138428489	138428583	95	*	X1212	64065	138409642	138428660	19019	-	0	inside	76	PERP
chr6	146056266	146056375	110	*	X1215	100507557	146056005	146207721	151717	+	0	inside	260	LOC100507557
chr6	150039077	150039416	340	*	X1217	9113	149979289	150039392	60104	-	0	overlapStart	0	LATS1
chr6	150185157	150185254	98	*	X1219	84918	150139894	150185480	45587	-	0	inside	225	LRP11
chr6	150185342	150185424	83	*	X1220	84918	150139894	150185480	45587	-	0	inside	55	LRP11
chr6	155054268	155054302	35	*	X1223	22828	155054512	155155194	100683	+	209	upstream	209	SCAF8
chr6	155054332	155054347	16	*	X1224	22828	155054512	155155194	100683	+	164	upstream	164	SCAF8
chr6	157098256	157098305	50	*	X1226	57492	157099064	157531913	432850	+	758	upstream	758	ARID1B
chr6	160148081	160148309	229	*	X1230	9589	160148030	160177352	29323	+	0	inside	50	WTAP
chr6	160183079	160183159	81	*	X1231	100129518	160181291	160183364	2074	-	0	inside	204	SOD2-OT1
chr6	160183079	160183159	81	*	X1231	39	160182989	160200087	17099	+	0	inside	89	ACAT2
chr6	163834622	163834664	43	*	X1232	9444	163835675	163999628	163954	+	1010	upstream	1010	QKI
chr6	168226372	168226392	21	*	X1236	4301	168227671	168372700	145030	+	1278	upstream	1278	AFDN
chr6	168226491	168226697	207	*	X1237	4301	168227671	168372700	145030	+	973	upstream	973	AFDN
chr6	168226982	168226993	12	*	X1238	4301	168227671	168372700	145030	+	677	upstream	677	AFDN
chr6	170862138	170862165	28	*	X1240	5689	170780107	170862417	82311	-	0	inside	251	PSMB1
chr6	170862138	170862165	28	*	X1240	6908	170863421	170881958	18538	+	1255	upstream	1255	TBP
chr7	558647	558666	20	*	X1241	441307	560028	564869	4842	+	1361	upstream	1361	HRAT92
chr7	558716	558778	63	*	X1242	441307	560028	564869	4842	+	1249	upstream	1249	HRAT92
chr7	4815268	4815404	137	*	X1244	9907	4815262	4834026	18765	+	0	inside	5	AP5Z1
chr7	4815418	4815431	14	*	X1245	9907	4815262	4834026	18765	+	0	inside	155	AP5Z1
chr7	5466872	5466895	24	*	X1248	84629	5346423	5465045	118623	-	1826	upstream	1826	TNRC18
chr7	5569707	5569978	272	*	X1249	60	5566779	5570232	3454	-	0	inside	253	ACTB
chr7	6049086	6049244	159	*	X1250	5395	6012870	6048737	35868	-	348	upstream	348	PMS2
chr7	6049086	6049244	159	*	X1250	7965	6048882	6063465	14584	+	0	inside	203	AIMP2
chr7	7606461	7606714	254	*	X1252	54468	7606616	7647110	40495	+	0	overlapStart	0	MIOS
chr7	12726573	12726575	3	*	X1253	10124	12726452	12730558	4107	+	0	inside	120	ARL4A
chr7	16460714	16460728	15	*	X1255	729920	16127152	16460947	333796	-	0	inside	218	CRPPA
chr7	17980254	17980425	172	*	X1256	23161	17830385	17980131	149747	-	122	upstream	122	SNX13
chr7	21985789	21985860	72	*	X1259	55536	21940517	21985542	45026	-	246	upstream	246	CDCA7L
chr7	21985883	21985912	30	*	X1260	55536	21940517	21985542	45026	-	340	upstream	340	CDCA7L
chr7	23145505	23145596	92	*	X1261	100775104	23140847	23145322	4476	-	182	upstream	182	KLHL7-DT
chr7	23145505	23145596	92	*	X1261	55975	23145353	23215038	69686	+	0	inside	151	KLHL7
chr7	24612701	24612717	17	*	X1262	51678	24613085	24727498	114414	+	367	upstream	367	MPP6
chr7	26239773	26239960	188	*	X1264	11335	26240831	26253227	12397	+	870	upstream	870	CBX3
chr7	30068059	30068232	174	*	X1267	55033	30050199	30066417	16219	-	1641	upstream	1641	FKBP14
chr7	30068059	30068232	174	*	X1267	84725	30067977	30157961	89985	+	0	inside	81	PLEKHA8
chr7	32931282	32931295	14	*	X1269	25948	32907778	32931468	23691	-	0	inside	172	KBTBD2
chr7	43152122	43152141	20	*	X1273	23072	43152198	43602938	450741	+	56	upstream	56	HECW1
chr7	43152176	43152224	49	*	X1274	23072	43152198	43602938	450741	+	0	overlapStart	0	HECW1
chr7	43152237	43152363	127	*	X1275	23072	43152198	43602938	450741	+	0	inside	38	HECW1
chr7	43965860	43965938	79	*	X1276	51619	43966035	43995735	29701	+	96	upstream	96	UBE2D4
chr7	43965860	43965938	79	*	X1276	55665	43915501	43965996	50496	-	0	inside	57	URGCP
chr7	43966139	43966337	199	*	X1277	51619	43966035	43995735	29701	+	0	inside	103	UBE2D4
chr7	43966139	43966337	199	*	X1277	55665	43915501	43965996	50496	-	142	upstream	142	URGCP
chr7	44836351	44836453	103	*	X1280	5478	44836241	44842716	6476	+	0	inside	109	PPIA
chr7	44836515	44836827	313	*	X1281	5478	44836241	44842716	6476	+	0	inside	273	PPIA
chr7	45026080	45026276	197	*	X1284	285958	45022627	45026259	3633	-	0	overlapStart	0	SNHG15
chr7	45026080	45026276	197	*	X1284	677798	45024977	45025109	133	-	970	upstream	970	SNORA9
chr7	48019032	48019402	371	*	X1286	3364	48002885	48019222	16338	-	0	overlapStart	0	HUS1
chr7	50517892	50518148	257	*	X1287	63979	50511832	50518088	6257	-	0	overlapStart	0	FIGNL1
chr7	72992675	72992797	123	*	X1293	26608	72983277	72993013	9737	-	0	inside	215	TBL2
chr7	75677446	75677558	113	*	X1295	4191	75677393	75695930	18538	+	0	inside	52	MDH2
chr7	75677446	75677558	113	*	X1295	51657	75625655	75677321	51667	-	124	upstream	124	STYXL1
chr7	75932038	75932255	218	*	X1296	3315	75931875	75933614	1740	+	0	inside	162	HSPB1
chr7	84816473	84816549	77	*	X1297	223117	84624872	84816171	191300	-	301	upstream	301	SEMA3D
chr7	87257339	87257489	151	*	X1298	154661	87257729	87461613	203885	+	239	upstream	239	RUNDC3B
chr7	87505778	87506030	253	*	X1299	10926	87505544	87538856	33313	+	0	inside	233	DBF4
chr7	87505778	87506030	253	*	X1299	55972	87463814	87505692	41879	-	85	upstream	85	SLC25A40
chr7	90893901	90893989	89	*	X1300	8321	90893783	90898132	4350	+	0	inside	117	FZD1
chr7	99097790	99097935	146	*	X1305	84124	99090854	99097877	7024	-	0	overlapStart	0	ZNF394
chr7	99686407	99686567	161	*	X1306	10980	99686583	99689822	3240	+	15	upstream	15	COPS6
chr7	99698101	99698201	101	*	X1307	9179	99699130	99707942	8813	+	928	upstream	928	AP4M1
chr7	100472799	100472926	128	*	X1310	51593	100472701	100486285	13585	+	0	inside	97	SRRT
chr7	100487515	100487650	136	*	X1311	402682	100486344	100487339	996	-	175	upstream	175	UFSP1
chr7	102789802	102789848	47	*	X1312	222236	102740023	102790007	49985	-	0	inside	158	NAPEPLD
chr7	102985419	102985457	39	*	X1313	27000	102952921	102985320	32400	-	98	upstream	98	DNAJC2
chr7	105162384	105162392	9	*	X1314	54517	105096960	105162685	65726	-	0	inside	292	PUS7
chr7	105162465	105162593	129	*	X1315	54517	105096960	105162685	65726	-	0	inside	91	PUS7
chr7	105753070	105753161	92	*	X1316	6856	105730814	105753093	22280	-	0	overlapStart	0	SYPL1
chr7	112430606	112430668	63	*	X1321	64418	112405787	112430478	24692	-	127	upstream	127	TMEM168
chr7	116964812	116964827	16	*	X1323	7472	116916686	116963343	46658	-	1468	upstream	1468	WNT2
chr7	122526979	122526989	11	*	X1324	93664	121958478	122526813	568336	-	165	upstream	165	CADPS2
chr7	123389286	123389489	204	*	X1325	8976	123321997	123389116	67120	-	169	upstream	169	WASL
chr7	127984174	127984174	1	*	X1328	55131	127950436	127983962	33527	-	211	upstream	211	RBM28
chr7	128095676	128095773	98	*	X1329	29923	128095884	128098472	2589	+	110	upstream	110	HILPDA
chr7	128694716	128694813	98	*	X1330	286016	128695277	128697293	2017	+	463	upstream	463	TPI1P2
chr7	134855554	134855695	142	*	X1334	78996	134777117	134855578	78462	-	0	overlapStart	0	CYREN
chr7	138145211	138145230	20	*	X1337	8805	138145079	138270332	125254	+	0	inside	131	TRIM24
chr7	139478038	139478218	181	*	X1341	28996	139246316	139477693	231378	-	344	upstream	344	HIPK2
chr7	139478038	139478218	181	*	X1341	6916	139478047	139720125	242079	+	0	overlapStart	0	TBXAS1
chr7	140396559	140396640	82	*	X1345	100134713	140395136	140396877	1742	-	0	inside	236	NDUFB2-AS1
chr7	140396559	140396640	82	*	X1345	4708	140396481	140406446	9966	+	0	inside	77	NDUFB2
chr7	148823197	148823323	127	*	X1348	155054	148799878	148823438	23561	-	0	inside	114	ZNF425
chr7	148823197	148823323	127	*	X1348	57541	148823508	148880118	56611	+	184	upstream	184	ZNF398
chr7	150675956	150676232	277	*	X1354	3757	150642044	150675402	33359	-	553	upstream	553	KCNH2
chr7	150756770	150756838	69	*	X1355	1020	150750899	150755052	4154	-	1717	upstream	1717	CDK5
chr7	150777749	150777827	79	*	X1356	10922	150773708	150777970	4263	-	0	inside	142	FASTK
chr7	150778113	150778129	17	*	X1357	10922	150773708	150777970	4263	-	142	upstream	142	FASTK
chr7	151572860	151572904	45	*	X1358	100505483	151574127	151576308	2182	+	1222	upstream	1222	PRKAG2-AS1
chr7	152161394	152161603	210	*	X1360	100128822	152161209	152162630	1422	+	0	inside	184	LINC01003
chr7	154795030	154795085	56	*	X1362	202781	154795143	154797413	2271	+	57	upstream	57	PAXIP1-AS1
chr7	154795030	154795085	56	*	X1362	22976	154735400	154794682	59283	-	347	upstream	347	PAXIP1
chr7	154795109	154795149	41	*	X1363	202781	154795143	154797413	2271	+	0	overlapStart	0	PAXIP1-AS1
chr7	154795109	154795149	41	*	X1363	22976	154735400	154794682	59283	-	426	upstream	426	PAXIP1
chr7	154795177	154795188	12	*	X1364	202781	154795143	154797413	2271	+	0	inside	33	PAXIP1-AS1
chr7	154795177	154795188	12	*	X1364	22976	154735400	154794682	59283	-	494	upstream	494	PAXIP1
chr7	154795200	154795352	153	*	X1365	202781	154795143	154797413	2271	+	0	inside	56	PAXIP1-AS1
chr7	154795200	154795352	153	*	X1365	22976	154735400	154794682	59283	-	517	upstream	517	PAXIP1
chr7	154862053	154862113	61	*	X1366	3361	154862034	154879102	17069	+	0	inside	18	HTR5A
chr7	155089742	155089766	25	*	X1367	3638	155089486	155101945	12460	+	0	inside	255	INSIG1
